ROW_ID,CGID,LABEL,DESCRIPTION
3585,17586,MD,
3609,17610,MD,
4020,17969,MD,
4406,18407,MD,
6406,20409,MD,
6886,20838,MD,
7368,21077,MD,
5535,19538,MD,
5538,19541,MD,
5894,19847,MD,
7095,21346,MD,
950,14950,MD,
317,14715,MD,
176,14238,MD,
2155,16101,MD,
3310,17262,MD,
3358,17310,MD,
1158,15158,MD,
1643,15578,MD,
2355,16301,MD,
5351,19354,MD,
6724,20676,MD,
6580,21014,MD,
7356,21065,MD,
7362,21071,MD,
5871,19824,MD,
5881,19834,MD,
6054,20007,MD,
2331,16277,MD,
943,14943,MD,
268,14043,MD,
216,14278,MD,
524,14455,MD,
2851,16851,MD,
3087,17039,MD,
3284,17236,MD,
1412,15347,MD,
2516,16462,MD,
2713,16713,MD,
5100,19036,MD,
4744,19143,MD,
4752,19151,MD,
5432,19435,MD,
6082,20035,MD,
6087,20040,MD,
4789,18724,MD,
3724,17725,MD,
3793,17794,MD,
6692,20644,MD,
6844,20796,MD,
7417,21126,MD,
5617,19620,MD,
6214,20217,MD,
2332,16278,MD,
40,14102,MD,
409,14340,MD,
473,14404,MD,
2210,16156,MD,
2937,16937,MD,
3345,17297,MD,
1509,15444,MD,
1901,15901,MD,
4233,18182,MD,
5051,18987,MD,
6923,20875,MD,
6988,20940,MD,
5603,19606,MD,
275,14050,MD,
6,14068,MD,
177,14239,MD,
458,14389,MD,
1951,15951,MD,
2184,16130,MD,
3014,17365,MD,
2962,16962,MD,
3371,17323,MD,
1583,15518,MD,
1735,15735,MD,
5084,19020,MD,
5095,19031,MD,
5106,19042,MD,
5422,19425,MD,
3682,17683,MD,
3765,17766,MD,
4320,18321,MD,
6435,20438,MD,
6821,20773,MD,
6900,20852,MD,
5649,20092,MD,
5710,19663,MD,
5947,19900,MD,
2245,16191,MD,
964,14964,MD,
868,14868,MD,
183,14245,MD,
452,14383,MD,
472,14403,MD,
561,14492,MD,
3042,17393,MD,
3300,17252,MD,
1370,15305,MD,
1788,15788,MD,
1873,15873,MD,
2439,16385,MD,
2053,16491,MD,
2081,16519,MD,
4834,18769,MD,
3855,18314,MD,
6430,20433,MD,
6740,20692,MD,
6553,20987,MD,
6270,20273,MD,
545,14476,MD,
3491,17492,MD,
2875,16875,MD,
2904,16904,MD,
3054,17006,MD,
1371,15306,MD,
1638,15573,MD,
5234,19237,MD,
5350,19353,MD,
3936,17885,MD,
4060,18009,MD,
6532,20535,MD,
6783,20735,MD,
6976,20928,MD,
5786,19739,MD,
5902,19855,MD,
6220,20223,MD,
2261,16207,MD,
866,14866,MD,
360,14291,MD,
3377,17329,MD,
4629,18631,MD,
1571,15506,MD,
1797,15797,MD,
5255,19258,MD,
5386,19389,MD,
4977,18913,MD,
3870,17819,MD,
4159,18108,MD,
6380,20383,MD,
6797,20749,MD,
6982,20934,MD,
6574,21008,MD,
6225,20228,MD,
6233,20236,MD,
304,14702,MD,
807,14807,MD,
1976,15976,MD,
2138,16084,MD,
3528,17529,MD,
2985,16986,MD,
3158,17110,MD,
3261,17213,MD,
3383,17335,MD,
1318,15253,MD,
2366,16312,MD,
5337,19340,MD,
6084,20037,MD,
6088,20041,MD,
4802,18737,MD,
3783,17784,MD,
6915,20867,MD,
5636,19639,MD,
5996,19949,MD,
6035,19988,MD,
335,14733,MD,
3,14065,MD,
34,14096,MD,
50,14112,MD,
70,14132,MD,
2791,16791,MD,
3015,17366,MD,
1567,15502,MD,
1599,15534,MD,
1204,15607,MD,
5407,19410,MD,
3841,18300,MD,
5508,19511,MD,
5534,19537,MD,
6250,20253,MD,
925,14925,MD,
827,14827,MD,
210,14272,MD,
538,14469,MD,
3104,17056,MD,
1570,15505,MD,
1934,15934,MD,
2513,16459,MD,
5472,19475,MD,
4815,18750,MD,
5016,18952,MD,
3656,17657,MD,
3791,17792,MD,
3879,17828,MD,
4347,18348,MD,
5046,18982,MD,
7519,21228,MD,
5745,19698,MD,
5892,19845,MD,
940,14940,MD,
978,14978,MD,
732,14663,MD,
265,14040,MD,
608,14539,MD,
3464,17465,MD,
3070,17022,MD,
1050,15050,MD,
1237,15640,MD,
2418,16364,MD,
5352,19355,MD,
4513,18514,MD,
6802,20754,MD,
6194,20197,MD,
5707,19660,MD,
7113,21364,MD,
230,14005,MD,
430,14361,MD,
2209,16155,MD,
2767,16767,MD,
2887,16887,MD,
2992,16993,MD,
1393,15328,MD,
2447,16393,MD,
5365,19368,MD,
3929,17878,MD,
4532,18533,MD,
6422,20425,MD,
7373,21082,MD,
7428,21137,MD,
5623,19626,MD,
5750,19703,MD,
5755,19708,MD,
276,14051,MD,
280,14055,MD,
128,14190,MD,
572,14503,MD,
3099,17051,MD,
1094,15094,MD,
1109,15109,MD,
1322,15257,MD,
1634,15569,MD,
1909,15909,MD,
5299,19302,MD,
3723,17724,MD,
4103,18052,MD,
7015,20967,MD,
7501,21210,MD,
6244,20247,MD,
6272,20275,MD,
6300,20303,MD,
2253,16199,MD,
958,14958,MD,
1950,15950,MD,
2134,16080,MD,
2905,16905,MD,
3095,17047,MD,
3205,17157,MD,
3227,17179,MD,
3368,17320,MD,
3378,17330,MD,
1403,15338,MD,
1455,15390,MD,
1556,15491,MD,
1206,15609,MD,
1724,15724,MD,
2630,16630,MD,
4811,18746,MD,
4122,18071,MD,
4474,18475,MD,
6848,20800,MD,
6583,21017,MD,
5752,19705,MD,
5862,19815,MD,
1011,15011,MD,
5,14067,MD,
123,14185,MD,
218,14280,MD,
2910,16910,MD,
3156,17108,MD,
3160,17112,MD,
3344,17296,MD,
1170,15170,MD,
2353,16299,MD,
5471,19474,MD,
5486,19489,MD,
5027,18963,MD,
3687,17688,MD,
7545,21254,MD,
6160,20163,MD,
6023,19976,MD,
6291,20294,MD,
429,14360,MD,
1966,15966,MD,
1151,15151,MD,
2445,16391,MD,
2712,16712,MD,
5233,19236,MD,
5280,19283,MD,
3728,17729,MD,
4514,18515,MD,
6748,20700,MD,
7020,20972,MD,
5821,19774,MD,
5906,19859,MD,
5917,19870,MD,
6288,20291,MD,
254,14029,MD,
211,14273,MD,
521,14452,MD,
2135,16081,MD,
3503,17504,MD,
3336,17288,MD,
3363,17315,MD,
1267,15202,MD,
4723,19122,MD,
5358,19361,MD,
4126,18075,MD,
6478,20481,MD,
6526,20529,MD,
6911,20863,MD,
7381,21090,MD,
5895,19848,MD,
6026,19979,MD,
7557,21266,MD,
7028,21279,MD,
7284,21535,MD,
944,14944,MD,
575,14506,MD,
2039,16039,MD,
3432,17433,MD,
3382,17334,MD,
1073,15073,MD,
1453,15388,MD,
1637,15572,MD,
6766,20718,MD,
6934,20886,MD,
7339,21048,MD,
7492,21201,MD,
5759,19712,MD,
6234,20237,MD,
78,14140,MD,
115,14177,MD,
381,14312,MD,
528,14459,MD,
549,14480,MD,
614,14545,MD,
1965,15965,MD,
2745,16745,MD,
3404,17405,MD,
3134,17086,MD,
1167,15167,MD,
1235,15638,MD,
2711,16711,MD,
6073,20026,MD,
4830,18765,MD,
4021,17970,MD,
4104,18053,MD,
4237,18186,MD,
4602,18604,MD,
6384,20387,MD,
6833,20785,MD,
6263,20266,MD,
242,14017,MD,
2034,16034,MD,
4626,18628,MD,
4635,18637,MD,
1361,15296,MD,
1519,15454,MD,
1716,15716,MD,
1759,15759,MD,
5416,19419,MD,
4999,18935,MD,
3588,17589,MD,
4592,18593,MD,
7500,21209,MD,
2307,16253,MD,
848,14848,MD,
46,14108,MD,
548,14479,MD,
2959,16959,MD,
3133,17085,MD,
4628,18630,MD,
1323,15258,MD,
1568,15503,MD,
1779,15779,MD,
2411,16357,MD,
5110,19046,MD,
4748,19147,MD,
5414,19417,MD,
3877,17826,MD,
4528,18529,MD,
4596,18597,MD,
4598,18599,MD,
6330,20333,MD,
7505,21214,MD,
5521,19524,MD,
1003,15003,MD,
662,14593,MD,
823,14823,MD,
478,14409,MD,
1970,15970,MD,
2157,16103,MD,
2793,16793,MD,
1110,15110,MD,
1743,15743,MD,
1945,15945,MD,
2047,16485,MD,
5074,19010,MD,
3665,17666,MD,
4314,18315,MD,
4586,18587,MD,
4611,18613,MD,
6432,20435,MD,
6528,20531,MD,
6781,20733,MD,
6788,20740,MD,
6957,20909,MD,
6548,20982,MD,
5619,19622,MD,
7080,21331,MD,
655,14586,MD,
87,14149,MD,
187,14249,MD,
481,14412,MD,
605,14536,MD,
2990,16991,MD,
3183,17135,MD,
3222,17174,MD,
3346,17298,MD,
4672,18674,MD,
4818,18753,MD,
3989,17938,MD,
4557,18558,MD,
4619,18621,MD,
5052,18988,MD,
6407,20410,MD,
5706,19659,MD,
5805,19758,MD,
7174,21425,MD,
6299,20302,MD,
650,14581,MD,
2139,16085,MD,
3372,17324,MD,
1257,15192,MD,
1632,15567,MD,
1898,15898,MD,
4932,18868,MD,
4607,18609,MD,
6438,20441,MD,
6855,20807,MD,
5775,19728,MD,
6042,19995,MD,
7264,21515,MD,
797,14797,MD,
837,14837,MD,
88,14150,MD,
366,14297,MD,
387,14318,MD,
535,14466,MD,
2112,16058,MD,
3403,17404,MD,
3413,17414,MD,
3508,17509,MD,
2981,16982,MD,
1560,15495,MD,
5098,19034,MD,
4687,18689,MD,
4712,18714,MD,
4973,18909,MD,
3607,17608,MD,
3795,17796,MD,
4509,18510,MD,
6309,20312,MD,
7336,21045,MD,
7406,21115,MD,
5748,19701,MD,
2913,16913,MD,
3331,17283,MD,
4676,18678,MD,
1329,15264,MD,
1510,15445,MD,
1622,15557,MD,
1628,15563,MD,
2448,16394,MD,
2699,16699,MD,
5170,19106,MD,
4705,18707,MD,
4117,18066,MD,
4301,18250,MD,
3815,18274,MD,
4393,18394,MD,
6652,20604,MD,
6892,20844,MD,
6590,21024,MD,
5886,19839,MD,
6227,20230,MD,
734,14665,MD,
231,14006,MD,
37,14099,MD,
2734,16734,MD,
3035,17386,MD,
3091,17043,MD,
1600,15535,MD,
1697,15697,MD,
5067,19003,MD,
4726,19125,MD,
4689,18691,MD,
4926,18862,MD,
6329,20332,MD,
6517,20520,MD,
5630,19633,MD,
5753,19706,MD,
5912,19865,MD,
896,14896,MD,
415,14346,MD,
584,14515,MD,
1787,15787,MD,
2637,16637,MD,
5160,19096,MD,
5196,19199,MD,
3611,17612,MD,
4105,18054,MD,
4283,18232,MD,
4614,18616,MD,
5650,20093,MD,
2260,16206,MD,
2262,16208,MD,
999,14999,MD,
887,14887,MD,
2108,16054,MD,
3542,17543,MD,
2826,16826,MD,
2922,16922,MD,
1334,15269,MD,
2594,16594,MD,
5425,19428,MD,
4862,18798,MD,
4967,18903,MD,
4027,17976,MD,
4187,18136,MD,
4379,18380,MD,
6538,20541,MD,
6661,20613,MD,
6716,20668,MD,
6849,20801,MD,
5839,19792,MD,
7048,21299,MD,
7140,21391,MD,
6197,20200,MD,
522,14453,MD,
2004,16004,MD,
2132,16078,MD,
2220,16166,MD,
2736,16736,MD,
3016,17367,MD,
1359,15294,MD,
1205,15608,MD,
5360,19363,MD,
4334,18335,MD,
4359,18360,MD,
5054,18990,MD,
6846,20798,MD,
3028,17379,MD,
3154,17106,MD,
3190,17142,MD,
3319,17271,MD,
1266,15201,MD,
1386,15321,MD,
1539,15474,MD,
1610,15545,MD,
5101,19037,MD,
5108,19044,MD,
5141,19077,MD,
5307,19310,MD,
5000,18936,MD,
3638,17639,MD,
4255,18204,MD,
4391,18392,MD,
6404,20407,MD,
6847,20799,MD,
6944,20896,MD,
6980,20932,MD,
6126,20079,MD,
7145,21396,MD,
6278,20281,MD,
299,14697,MD,
363,14294,MD,
595,14526,MD,
2123,16069,MD,
3041,17392,MD,
3211,17163,MD,
1660,15660,MD,
1753,15753,MD,
2708,16708,MD,
5290,19293,MD,
4847,18782,MD,
4091,18040,MD,
4610,18612,MD,
6674,20626,MD,
5873,19826,MD,
7315,21566,MD,
2284,16230,MD,
627,14558,MD,
266,14041,MD,
3399,17400,MD,
3447,17448,MD,
3487,17488,MD,
3488,17489,MD,
3543,17544,MD,
2898,16898,MD,
3056,17008,MD,
1341,15276,MD,
1413,15348,MD,
1565,15500,MD,
1208,15611,MD,
1899,15899,MD,
2071,16509,MD,
2557,16557,MD,
3949,17898,MD,
4353,18354,MD,
4511,18512,MD,
6473,20476,MD,
6825,20777,MD,
6936,20888,MD,
7530,21239,MD,
5615,19618,MD,
5780,19733,MD,
7187,21438,MD,
739,14670,MD,
82,14144,MD,
90,14152,MD,
2897,16897,MD,
3009,17360,MD,
1362,15297,MD,
1585,15520,MD,
1645,15580,MD,
1760,15760,MD,
1775,15775,MD,
2653,16653,MD,
5091,19027,MD,
5179,19115,MD,
5225,19228,MD,
5400,19403,MD,
3592,17593,MD,
4107,18056,MD,
4394,18395,MD,
6503,20506,MD,
7473,21182,MD,
6065,20018,MD,
287,14062,MD,
2206,16152,MD,
2213,16159,MD,
2741,16741,MD,
3018,17369,MD,
3048,17000,MD,
3137,17089,MD,
3007,17358,MD,
1557,15492,MD,
3875,17824,MD,
4496,18497,MD,
6378,20381,MD,
5501,19504,MD,
5747,19700,MD,
7100,21351,MD,
455,14386,MD,
2105,16051,MD,
2970,16970,MD,
1473,15408,MD,
1540,15475,MD,
1933,15933,MD,
2529,16475,MD,
5411,19414,MD,
5415,19418,MD,
4855,18790,MD,
3880,17829,MD,
4408,18409,MD,
6314,20317,MD,
7016,20968,MD,
194,14256,MD,
581,14512,MD,
3546,17547,MD,
1101,15101,MD,
1647,15647,MD,
2399,16345,MD,
2502,16448,MD,
3551,17552,MD,
3753,17754,MD,
3926,17875,MD,
4568,18569,MD,
6341,20344,MD,
6344,20347,MD,
7328,21037,MD,
7498,21207,MD,
6249,20252,MD,
1008,15008,MD,
2131,16077,MD,
3218,17170,MD,
3308,17260,MD,
1326,15261,MD,
1201,15604,MD,
1794,15794,MD,
4940,18876,MD,
4971,18907,MD,
5045,18981,MD,
6405,20408,MD,
7346,21055,MD,
2235,16181,MD,
972,14972,MD,
822,14822,MD,
888,14888,MD,
2140,16086,MD,
3426,17427,MD,
3107,17059,MD,
3198,17150,MD,
1280,15215,MD,
1358,15293,MD,
1184,15587,MD,
4803,18738,MD,
4031,17980,MD,
4051,18000,MD,
4090,18039,MD,
4219,18168,MD,
7340,21049,MD,
7531,21240,MD,
5771,19724,MD,
5990,19943,MD,
7204,21455,MD,
6201,20204,MD,
843,14843,MD,
282,14057,MD,
95,14157,MD,
213,14275,MD,
2804,16804,MD,
2983,16984,MD,
3120,17072,MD,
1324,15259,MD,
1681,15681,MD,
1737,15737,MD,
2375,16321,MD,
2392,16338,MD,
2535,16481,MD,
5317,19320,MD,
5423,19426,MD,
6078,20031,MD,
4816,18751,MD,
4358,18359,MD,
4476,18477,MD,
4612,18614,MD,
6739,20691,MD,
6546,20980,MD,
7490,21199,MD,
6148,20151,MD,
5960,19913,MD,
6271,20274,MD,
861,14861,MD,
864,14864,MD,
117,14179,MD,
2181,16127,MD,
3529,17530,MD,
3052,17004,MD,
3314,17266,MD,
3316,17268,MD,
1579,15514,MD,
4715,18717,MD,
3792,17793,MD,
6444,20447,MD,
6614,20566,MD,
6695,20647,MD,
6946,20898,MD,
5903,19856,MD,
7083,21334,MD,
6226,20229,MD,
6280,20283,MD,
2289,16235,MD,
905,14905,MD,
250,14025,MD,
3497,17498,MD,
2896,16896,MD,
2079,16517,MD,
6387,20390,MD,
6816,20768,MD,
5941,19894,MD,
6282,20285,MD,
198,14260,MD,
2975,16976,MD,
3085,17037,MD,
3369,17321,MD,
1332,15267,MD,
1594,15529,MD,
1687,15687,MD,
1850,15850,MD,
2587,16587,MD,
5085,19021,MD,
5482,19485,MD,
6480,20483,MD,
7529,21238,MD,
5838,19791,MD,
5988,19941,MD,
826,14826,MD,
378,14309,MD,
380,14311,MD,
402,14333,MD,
622,14553,MD,
3422,17423,MD,
3509,17510,MD,
2819,16819,MD,
2873,16873,MD,
3355,17307,MD,
1066,15066,MD,
1461,15396,MD,
2523,16469,MD,
2059,16497,MD,
5159,19095,MD,
5303,19306,MD,
5404,19407,MD,
4534,18535,MD,
6607,20559,MD,
6969,20921,MD,
6985,20937,MD,
5825,19778,MD,
5948,19901,MD,
2279,16225,MD,
45,14107,MD,
193,14255,MD,
217,14279,MD,
520,14451,MD,
2908,16908,MD,
3341,17293,MD,
3361,17313,MD,
1330,15265,MD,
1339,15274,MD,
1347,15282,MD,
1633,15568,MD,
1676,15676,MD,
6093,20046,MD,
4433,18434,MD,
6676,20628,MD,
6712,20664,MD,
7093,21344,MD,
7169,21420,MD,
332,14730,MD,
3202,17154,MD,
1117,15117,MD,
1613,15548,MD,
1944,15944,MD,
5094,19030,MD,
5343,19346,MD,
6086,20039,MD,
3640,17641,MD,
3645,17646,MD,
3803,17804,MD,
4305,18254,MD,
5635,19638,MD,
5692,19645,MD,
7098,21349,MD,
851,14851,MD,
493,14424,MD,
559,14490,MD,
2124,16070,MD,
3138,17090,MD,
3384,17336,MD,
3005,17356,MD,
1328,15263,MD,
1623,15558,MD,
1202,15605,MD,
4185,18134,MD,
6391,20394,MD,
6630,20582,MD,
6773,20725,MD,
6774,20726,MD,
7510,21219,MD,
6146,20149,MD,
7555,21264,MD,
921,14921,MS,
420,14351,MS,
3324,17276,MS,
1593,15528,MS,
4587,18588,MS,
4013,17962,MS,
2074,16512,MS,
4622,18624,MS,
6408,20411,MS,
126,14188,MS,
416,14347,MS,
1090,15090,MS,
1169,15169,MS,
5506,19509,MS,
6104,20057,MS,
4822,18757,MS,
2644,16644,MS,
6268,20271,MS,
3767,17768,MS,
6055,20008,MS,
3206,17158,MS,
3820,18279,MS,
5591,19594,MS,
410,14341,MS,
2817,16817,MS,
3051,17003,MS,
5712,19665,MS,
2969,16969,MS,
6409,20412,MS,
6941,20893,MS,
1547,15482,MS,
4946,18882,MS,
6952,20904,MS,
6589,21023,MS,
4348,18349,MS,
6497,20500,MS,
6958,20910,MS,
5376,19379,MS,
4613,18615,MS,
6790,20742,MS,
5965,19918,MS,
1988,15988,MS,
5122,19058,MS,
5406,19409,MS,
5967,19920,MS,
5476,19479,MS,
343,14741,MS,
820,14820,MS,
4398,18399,MS,
6564,20998,MS,
2340,16286,MS,
1147,15147,MS,
5860,19813,MS,
2831,16831,MS,
2639,16639,MS,
3215,17167,MS,
1612,15547,MS,
6428,20431,MS,
5517,19520,MS,
7091,21342,MS,
1311,15246,MS,
5069,19005,MS,
2855,16855,MS,
2956,16956,MS,
2358,16304,MS,
6177,20180,MS,
1264,15199,MS,
6577,21011,MS,
7525,21234,MS,
7385,21094,MS,
603,14534,MS,
1468,15403,MS,
4736,19135,MS,
5664,20107,MS,
5869,19822,MS,
5076,19012,MS,
4345,18346,MS,
4867,18803,MS,
6615,20567,MS,
76,14138,MS,
4458,18459,MS,
7173,21424,MS,
3826,18285,MS,
6130,20133,MS,
2902,16902,MS,
5073,19009,MS,
6711,20663,MS,
2651,16651,Md,
5935,19888,Ms,
1222,15625,NA,
5112,19048,NP,
1049,15049,NP,
3852,18311,NP,
4530,18531,NP,
5115,19051,NP,
3440,17441,NP,
303,14701,NP,
1607,15542,NP,
2085,16523,NP,
5870,19823,NP,
4706,18708,NP,
5130,19066,NP,
4016,17965,NP,
6895,20847,NP,
5661,20104,NP,
7374,21083,NP,
3808,18267,NS,
1056,15056,Np,
2176,16122,PA,
4702,18704,PA,
7327,21036,PA,
1422,15357,PA,
3374,17326,PA,
83,14145,PA,
4361,18362,PA,
7369,21078,PS,
4749,19148,PS,
4559,18560,PS,
4303,18252,PT,
4675,18677,PT,
2942,16942,PT,
2971,16971,PT,
4023,17972,PT,
6918,20870,PT,
821,14821,PT,
2850,16850,PT,
6512,20515,PT,
3762,17763,PT,
3161,17113,PT,
5621,19624,PT,
5966,19919,PT,
2640,16640,PT,
6765,20717,RA,
3895,17844,RA,
7401,21110,RD,
3295,17247,RD,
6326,20329,RD,
5625,19628,RD,
5387,19390,RD,
6327,20330,RD,
4288,18237,RD,
7408,21117,RD,
5569,19572,RD,
4243,18192,RD,
6877,20829,RD,
3510,17511,RN,
1238,15641,RN,
1812,15812,RN,
1841,15841,RN,
2560,16560,RN,
5293,19296,RN,
5368,19371,RN,
3595,17596,RN,
4388,18389,RN,
6306,20309,RN,
6151,20154,RN,
5601,19604,RN,
184,14246,RN,
1671,15671,RN,
1764,15764,RN,
2489,16435,RN,
5180,19116,RN,
4939,18875,RN,
7101,21352,RN,
7299,21550,RN,
505,14436,RN,
3150,17102,RN,
1514,15449,RN,
5426,19429,RN,
4848,18783,RN,
3925,17874,RN,
4432,18433,RN,
6389,20392,RN,
7312,21563,RN,
7313,21564,RN,
314,14712,RN,
394,14325,RN,
3132,17084,RN,
3186,17138,RN,
2665,16665,RN,
4719,19118,RN,
4057,18006,RN,
4130,18079,RN,
4298,18247,RN,
3811,18270,RN,
7384,21093,RN,
5611,19614,RN,
490,14421,RN,
1156,15156,RN,
1241,15644,RN,
6758,20710,RN,
7010,20962,RN,
5989,19942,RN,
2174,16120,RN,
3063,17015,RN,
5373,19376,RN,
4864,18800,RN,
4993,18929,RN,
3570,17571,RN,
4015,17964,RN,
6556,20990,RN,
7516,21225,RN,
6115,20068,RN,
495,14426,RN,
2187,16133,RN,
2950,16950,RN,
3049,17001,RN,
1294,15229,RN,
3584,17585,RN,
4153,18102,RN,
5061,18997,RN,
6510,20513,RN,
5950,19903,RN,
6296,20299,RN,
971,14971,RN,
104,14166,RN,
129,14191,RN,
391,14322,RN,
508,14439,RN,
2101,16047,RN,
2137,16083,RN,
3312,17264,RN,
4653,18655,RN,
1542,15477,RN,
5256,19259,RN,
3669,17670,RN,
3689,17690,RN,
5525,19528,RN,
5703,19656,RN,
143,14205,RN,
202,14264,RN,
2674,16674,RN,
5410,19413,RN,
4947,18883,RN,
3676,17677,RN,
3705,17706,RN,
5600,19603,RN,
5720,19673,RN,
7072,21323,RN,
677,14608,RN,
36,14098,RN,
2151,16097,RN,
3143,17095,RN,
3317,17269,RN,
4671,18673,RN,
1157,15157,RN,
1379,15314,RN,
1507,15442,RN,
5019,18955,RN,
3747,17748,RN,
3813,18272,RN,
6768,20720,RN,
5693,19646,RN,
967,14967,RN,
2022,16022,RN,
3176,17128,RN,
3242,17194,RN,
1345,15280,RN,
1490,15425,RN,
3627,17628,RN,
3673,17674,RN,
6531,20534,RN,
7205,21456,RN,
6279,20282,RN,
445,14376,RN,
3303,17255,RN,
1377,15312,RN,
1646,15646,RN,
3671,17672,RN,
6858,20810,RN,
6996,20948,RN,
962,14962,RN,
3481,17482,RN,
3495,17496,RN,
2914,16914,RN,
1198,15601,RN,
4722,19121,RN,
4707,18709,RN,
4065,18014,RN,
4248,18197,RN,
6682,20634,RN,
6722,20674,RN,
6869,20821,RN,
5592,19595,RN,
6027,19980,RN,
498,14429,RN,
2036,16036,RN,
2899,16899,RN,
2480,16426,RN,
4682,18684,RN,
4854,18789,RN,
4944,18880,RN,
3688,17689,RN,
3932,17881,RN,
4000,17949,RN,
4558,18559,RN,
6860,20812,RN,
7171,21422,RN,
6293,20296,RN,
342,14740,RN,
482,14413,RN,
539,14470,RN,
1810,15810,RN,
2087,16525,RN,
5297,19300,RN,
3773,17774,RN,
4033,17982,RN,
4175,18124,RN,
4523,18524,RN,
5585,19588,RN,
204,14266,RN,
512,14443,RN,
3071,17023,RN,
3142,17094,RN,
1838,15838,RN,
5153,19089,RN,
4920,18856,RN,
3843,18302,RN,
4543,18544,RN,
7479,21188,RN,
5669,20112,RN,
993,14993,RN,
818,14818,RN,
245,14020,RN,
371,14302,RN,
468,14399,RN,
1521,15456,RN,
2673,16673,RN,
4933,18869,RN,
5029,18965,RN,
3623,17624,RN,
3703,17704,RN,
7326,21035,RN,
6254,20257,RN,
319,14717,RN,
327,14725,RN,
142,14204,RN,
1990,15990,RN,
2015,16015,RN,
3511,17512,RN,
5111,19047,RN,
5287,19290,RN,
5009,18945,RN,
3700,17701,RN,
3766,17767,RN,
3771,17772,RN,
4214,18163,RN,
4580,18581,RN,
5698,19651,RN,
5859,19812,RN,
7287,21538,RN,
328,14726,RN,
98,14160,RN,
2018,16018,RN,
2894,16894,RN,
1679,15679,RN,
2421,16367,RN,
6912,20864,RN,
7024,20976,RN,
3354,17306,RN,
1625,15560,RN,
1931,15931,RN,
2706,16706,RN,
4738,19137,RN,
3580,17581,RN,
6471,20474,RN,
6718,20670,RN,
7337,21046,RN,
103,14165,RN,
215,14277,RN,
3135,17087,RN,
1207,15610,RN,
2503,16449,RN,
3768,17769,RN,
5529,19532,RN,
558,14489,RN,
2005,16005,RN,
1242,15645,RN,
2481,16427,RN,
5272,19275,RN,
3994,17943,RN,
7475,21184,RN,
1996,15996,RN,
2172,16118,RN,
2175,16121,RN,
2769,16769,RN,
3169,17121,RN,
1100,15100,RN,
5004,18940,RN,
4302,18251,RN,
6433,20436,RN,
6882,20834,RN,
5581,19584,RN,
5690,19643,RN,
762,14762,RN,
1998,15998,RN,
3494,17495,RN,
3266,17218,RN,
3294,17246,RN,
1366,15301,RN,
5232,19235,RN,
6091,20044,RN,
4990,18926,RN,
3590,17591,RN,
71,14133,RN,
2013,16013,RN,
3127,17079,RN,
1327,15262,RN,
1467,15402,RN,
3614,17615,RN,
3655,17656,RN,
4129,18078,RN,
4544,18545,RN,
7387,21096,RN,
7522,21231,RN,
5992,19945,RN,
6261,20264,RN,
3057,17009,RN,
4856,18791,RN,
4982,18918,RN,
6133,20136,RN,
6153,20156,RN,
996,14996,RN,
673,14604,RN,
